YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2003,8,22,28.92,25.98,27.45,28.79,0.89,29.23,28.35,21,84.06,20.72
2003,8,23,28.79,25.89,27.34,28.64,0.51,28.99,28.48,20.87,84.25,11.9
2003,8,24,27.83,25.35,26.59,28.73,1.25,28.44,27.19,20.14,86.31,7.28
2003,8,25,28.09,25.33,26.71,28.76,0.88,28.38,27.51,20.08,84.94,2.12
2003,8,26,27.98,25.35,26.66,28.82,0.44,28.22,27.78,20.08,85.56,3.95
2003,8,27,28.4,25.49,26.94,29,0.45,28.62,28.17,20.32,84.19,2.12
2003,8,28,28.58,25.84,27.21,29.1,0.23,28.66,28.44,20.75,85.06,3.22
2003,8,29,28.27,25.61,26.94,29.03,0.38,28.5,28.12,20.45,85.38,5.01
2003,8,30,28.37,25.39,26.88,28.51,0.51,28.5,28,20.2,83.81,8.85
2003,8,31,27.82,25.11,26.46,28.14,0.45,28.03,27.58,19.9,85.12,11.32
2003,9,1,27.33,25.18,26.26,27.76,0.95,27.86,26.9,20.14,87.94,31.73
2003,9,2,27.61,25.55,26.58,27.57,0.43,27.83,27.4,20.57,88.44,41
2003,9,3,26.7,24.21,25.46,27.96,1.05,27.32,26.27,18.86,86.19,9.97
2003,9,4,26.78,24.39,25.58,28.4,0.41,27.01,26.6,19.04,86.69,5.62
2003,9,5,27.52,25.2,26.36,28.47,1.47,28,26.52,19.96,87.12,9.46
2003,9,6,27.95,24.94,26.44,28.51,0.56,28.16,27.6,19.65,83.56,3.36
2003,9,7,28.54,24.85,26.69,28.55,0.78,28.87,28.09,19.59,80.38,3.37
2003,9,8,28.31,24.47,26.39,28.83,0.4,28.54,28.14,19.17,79.62,1.41
2003,9,9,28.33,25.05,26.69,29.11,0.38,28.53,28.15,19.84,82.38,0.75
2003,9,10,28.56,24.97,26.76,29.01,0.94,29.01,28.08,19.78,80.81,5.06
2003,9,11,28.59,25.64,27.12,28.8,0.41,28.76,28.36,20.57,84,8.01
2003,9,12,28.3,25.24,26.77,28.72,0.58,28.56,27.99,20.08,83.44,7.28
2003,9,13,27.82,25.53,26.68,28.84,1.2,28.36,27.15,20.39,87.31,16.43
2003,9,14,28.16,25.5,26.83,28.81,0.19,28.28,28.09,20.32,85.38,5.69
2003,9,15,28.34,25.74,27.05,28.58,0.33,28.5,28.17,20.63,85.75,5.03
2003,9,16,28.63,25.52,27.08,28.51,0.25,28.76,28.51,20.32,83.19,2.82
2003,9,17,28.92,25.15,27.03,28.69,0.64,29.22,28.58,19.9,80.06,2.84
2003,9,18,28.87,25.11,26.99,28.6,0.62,29.09,28.47,19.9,80.06,2.42
2003,9,19,28.08,25.37,26.73,28.28,0.46,28.37,27.91,20.2,85.06,0.87
2003,9,20,28.45,25.56,27.01,28.45,0.69,28.72,28.03,20.45,84.31,1.27
2003,9,21,28.21,24.86,26.54,28.64,0.43,28.5,28.06,19.59,82,2.66
2003,9,22,27.37,24.78,26.08,28.63,1.32,28.19,26.87,19.53,85.75,14.03
2003,9,23,27.06,25.08,26.08,28.47,0.44,27.28,26.84,19.84,88.81,10.83
2003,9,24,27.94,25.15,26.55,28.61,1.06,28.38,27.32,19.9,84.81,5.49
2003,9,25,28.3,25.38,26.84,28.61,0.16,28.39,28.23,20.2,84.06,5.31
2003,9,26,28.44,25.3,26.87,28.57,0.37,28.6,28.24,20.14,83.06,5.22
2003,9,27,28.4,25.11,26.76,28.55,0.26,28.53,28.27,19.9,82.25,5.28
2003,9,28,28.4,23.82,26.11,28.65,0.39,28.54,28.15,18.43,76.19,0.49
2003,9,29,28.52,23.06,25.8,28.99,0.63,28.75,28.12,17.58,72.25,0.34
2003,9,30,28.9,22.49,25.69,29.12,0.45,29.1,28.65,16.91,68.31,0.06
2003,10,1,28.91,21.94,25.43,28.83,0.42,29.05,28.64,16.36,66,0
2003,10,2,28.87,22.27,25.57,28.63,0.7,29.08,28.38,16.66,67.5,0.16
2003,10,3,28.39,24.65,26.51,28.53,0.56,28.67,28.11,19.29,80.12,4.98
2003,10,4,28.17,25.01,26.59,28.44,1.23,28.55,27.32,19.71,83,30.11
2003,10,5,27.84,25.9,26.87,28.35,0.54,28.06,27.52,20.87,89.12,40.68
2003,10,6,27.79,24.73,26.26,28.35,0.59,28.13,27.55,19.41,83.38,12.11
2003,10,7,28.01,24.83,26.42,28.27,0.53,28.23,27.71,19.53,82.88,3.97
2003,10,8,27.81,24.94,26.37,28.44,0.62,28.13,27.51,19.65,84.25,0.21
2003,10,9,28.02,25.19,26.61,28.61,0.36,28.24,27.89,19.96,84.56,3.61
2003,10,10,28.19,25.15,26.66,28.66,0.51,28.36,27.85,19.9,83.5,2.59
2003,10,11,27.95,24.46,26.21,28.69,0.34,28.1,27.77,19.1,81.25,1.28
2003,10,12,28,24.44,26.22,28.8,0.41,28.23,27.83,19.04,80.88,1.11
2003,10,13,27.89,24.52,26.21,29.05,0.82,28.33,27.51,19.17,81.88,1.46
2003,10,14,28.45,24.9,26.68,29.2,0.78,28.75,27.97,19.59,81,15.67
2003,10,15,28.08,24.63,26.36,28.87,0.71,28.39,27.69,19.23,81.44,21.68
2003,10,16,27.55,23.39,25.47,28.37,0.34,27.69,27.35,17.82,78,5.97
2003,10,17,27.4,22.02,24.71,28.16,0.62,27.74,27.12,16.42,72.38,0.61
2003,10,18,27.43,21.62,24.53,27.98,0.76,27.76,27,16.05,70.62,3.61
2003,10,19,27.18,21.83,24.5,27.8,0.52,27.37,26.84,16.24,72.5,3.78
2003,10,20,27.15,21.89,24.52,27.57,0.47,27.36,26.89,16.3,72.88,0.7
2003,10,21,27.09,21.87,24.48,27.55,0.38,27.3,26.93,16.3,73,1.88
2003,10,22,26.62,21.03,23.82,27.8,0.86,27.1,26.24,15.44,71.38,0.74
2003,10,23,26.73,20.19,23.46,27.87,0.48,26.93,26.46,14.65,67.31,0.41
2003,10,24,26.07,20.16,23.12,27.58,0.73,26.46,25.73,14.59,69.88,0.28
2003,10,25,26.1,20.04,23.07,27.43,0.72,26.37,25.65,14.53,69.19,0.13
2003,10,26,26.49,20.55,23.51,27.55,0.4,26.68,26.28,14.95,69.75,0.54
2003,10,27,26.68,21.32,24,27.57,0.52,26.91,26.4,15.62,72.38,0.46
2003,10,28,26.73,21.79,24.26,27.55,0.5,26.98,26.48,16.11,74.25,1.26
2003,10,29,26.65,21.02,23.83,27.44,0.41,26.82,26.4,15.38,71.19,1.56
2003,10,30,26.29,21.78,24.04,27.24,0.42,26.49,26.07,16.17,76.19,1.13
2003,10,31,26.62,23.23,24.92,27.08,0.61,26.87,26.26,17.7,81.62,7.75
2003,11,1,26.57,24.42,25.5,26.96,0.63,26.87,26.24,19.04,87.94,59.1
2003,11,2,26.75,25.36,26.05,26.77,0.75,27.16,26.42,20.2,92,20.25
2003,11,3,26.09,23.74,24.91,26.59,0.72,26.39,25.67,18.25,86.81,0.48
2003,11,4,25.87,22.37,24.12,26.58,1.16,26.31,25.15,16.78,81,0.07
2003,11,5,26.69,23.55,25.12,26.94,0.95,27.21,26.26,18.01,82.81,0.84
2003,11,6,27.18,24.31,25.74,27.12,0.28,27.3,27.01,18.92,84.31,7.74
2003,11,7,26.85,24.83,25.84,27.08,0.38,27.05,26.67,19.47,88.62,9.66
2003,11,8,27.11,25.37,26.24,27.31,0.33,27.29,26.96,20.14,90.06,7.05
2003,11,9,27.39,24.55,25.97,27.45,0.34,27.51,27.18,19.17,84.38,0.94
2003,11,10,27.29,24.05,25.67,27.37,0.32,27.51,27.19,18.55,82.44,0.81
2003,11,11,27.03,24.26,25.65,27.09,0.88,27.34,26.48,18.8,84.75,2.91
2003,11,12,26.27,22.65,24.46,26.78,0.34,26.42,26.08,16.97,80.38,2.12
2003,11,13,26.12,21.4,23.76,26.59,0.52,26.41,25.89,15.75,75.19,0.35
2003,11,14,25.82,21.18,23.5,26.58,0.47,26.06,25.59,15.56,75.5,0.72
2003,11,15,26.66,24.9,25.78,26.8,0.87,26.99,26.13,19.59,90,8.37
2003,11,16,26.6,25.03,25.82,27.08,0.64,26.86,26.21,19.78,91,7.4
2003,11,17,26.37,24.43,25.4,27.01,0.37,26.52,26.15,18.98,89,3.45
2003,11,18,27.07,25.19,26.13,27,0.87,27.43,26.56,19.9,89.38,0.33
2003,11,19,27.69,23.62,25.65,27.37,0.43,27.88,27.45,18.13,78.44,0.05
2003,11,20,27.63,24.9,26.26,27.66,1.03,28.09,27.06,19.59,85.06,0.73
2003,11,21,27.68,25.36,26.52,27.71,0.7,27.97,27.26,20.08,87.06,2.38
2003,11,22,26.19,23.44,24.81,27.64,1.58,27.18,25.61,17.88,84.75,3.33
2003,11,23,26.11,22.87,24.49,27.19,0.94,26.55,25.61,17.21,82.31,2.95
2003,11,24,26.73,23.95,25.34,26.9,0.48,26.9,26.42,18.37,84.62,3.85
2003,11,25,26.73,23.69,25.21,26.91,0.59,26.93,26.33,18.13,83.31,2.76
2003,11,26,26.65,22.77,24.71,26.89,0.52,26.83,26.3,17.15,79.19,2.58
2003,11,27,26.48,22.14,24.3,26.88,0.39,26.73,26.34,16.54,77.06,0.89
2003,11,28,26.08,21.39,23.73,26.55,0.79,26.55,25.76,15.81,75.31,0.64
2003,11,29,24.86,20.12,22.49,26.33,2.2,25.76,23.56,14.59,74.88,0.46
2003,11,30,23.41,18.89,21.15,26.37,0.67,23.76,23.08,13.49,75.69,0.51
2003,12,1,23.83,18.19,21.01,26.35,1.22,24.49,23.26,12.88,70.62,0.18
2003,12,2,24.83,18.72,21.77,26.55,0.41,25,24.59,13.31,68.75,0.86
2003,12,3,25.33,18.98,22.15,26.54,1.02,25.76,24.74,13.55,67.88,0.48
2003,12,4,25.64,20.28,22.96,26.44,0.35,25.84,25.49,14.71,72.19,0.32
2003,12,5,26.07,21.32,23.69,26.51,0.5,26.24,25.74,15.69,75,0.38
2003,12,6,26.27,21.94,24.11,26.62,0.41,26.44,26.04,16.24,76.94,0.61
2003,12,7,25.6,20.97,23.29,26.37,0.86,26.16,25.3,15.32,75.5,2.98
2003,12,8,25.23,19.98,22.6,26.37,0.47,25.44,24.97,14.34,72.62,0.58
2003,12,9,25.63,21.32,23.48,26.54,1.12,26.21,25.08,15.62,77,0.36
2003,12,10,26.1,22.7,24.4,26.51,0.27,26.26,26,17.03,81.44,5.62
2003,12,11,26,23.5,24.75,26.2,1.01,26.28,25.27,17.94,86,11.83
2003,12,12,24.36,20.94,22.65,25.89,1.54,25.19,23.66,15.32,81.19,2.85
2003,12,13,23.81,20.06,21.94,26.18,0.27,23.91,23.65,14.47,79.44,4.92
2003,12,14,23.75,19.57,21.66,26.37,0.44,23.98,23.54,14.04,77.38,9.78
2003,12,15,22.98,17.87,20.42,26.36,0.95,23.57,22.62,12.57,72.81,1.66
2003,12,16,23.94,17.76,20.86,26.28,1.55,24.7,23.15,12.51,68.25,0.29
2003,12,17,24.83,19.03,21.94,26.1,0.22,24.94,24.72,13.61,70.06,1.38
2003,12,18,24.82,20.31,22.56,25.98,0.6,25.05,24.46,14.71,75.94,1.33
2003,12,19,22.97,18.68,20.82,25.86,2.71,24.4,21.69,13.24,76.69,4.76
2003,12,20,21.88,16.62,19.26,25.84,0.48,22.13,21.65,11.6,71.94,1.14
2003,12,21,23.18,17.44,20.31,25.62,1.45,23.71,22.26,12.21,70,1.15
2003,12,22,24.15,18.75,21.44,25.55,0.91,24.55,23.64,13.31,71.75,0.61
2003,12,23,24.81,19.15,21.98,25.62,0.35,24.98,24.62,13.67,70.69,0.41
2003,12,24,24.52,19.73,22.13,25.65,0.66,24.85,24.19,14.16,74.56,0.09
2003,12,25,24.23,19.56,21.9,25.51,0.32,24.34,24.02,14.04,75.06,0.03
2003,12,26,23.98,19.46,21.73,25.36,1.67,24.54,22.87,13.98,75.75,1.14
2003,12,27,21.9,16.76,19.33,25.13,1.15,22.69,21.54,11.72,72.56,0.33
2003,12,28,22.92,16.9,19.91,24.75,1.22,23.31,22.1,11.78,68.75,0.19
2003,12,29,23.75,17.62,20.69,24.58,0.91,24.19,23.29,12.33,68.44,0.28
2003,12,30,24.23,19.14,21.69,24.62,0.44,24.39,23.95,13.61,73.12,0.24
2003,12,31,24.36,19.94,22.15,24.79,0.39,24.46,24.07,14.34,76.25,0.29
2004,1,1,24.02,20.54,22.28,24.83,0.32,24.19,23.87,14.89,80.81,0.49
2004,1,2,24.48,20.8,22.64,24.83,0.48,24.7,24.21,15.14,79.88,0.19
2004,1,3,24.22,20.98,22.59,24.76,0.75,24.55,23.79,15.32,82,0.33
2004,1,4,24.6,21.26,22.93,24.74,0.24,24.69,24.44,15.56,81.56,0.26
2004,1,5,24.76,21.35,23.05,24.91,0.47,24.97,24.5,15.69,81.25,0.12
2004,1,6,24.58,21.64,23.11,25.01,0.42,24.79,24.37,15.93,83.56,0.59
2004,1,7,24.53,21.15,22.84,25,0.62,24.86,24.24,15.44,81.38,0.35
2004,1,8,24.83,20.45,22.65,24.95,0.23,24.98,24.75,14.77,76.5,0.29
2004,1,9,24.44,20.3,22.37,24.81,0.38,24.64,24.26,14.65,77.56,0
2004,1,10,24.41,20.49,22.45,24.75,0.45,24.58,24.14,14.83,78.62,0.07
2004,1,11,24.58,21.3,22.94,24.87,0.78,24.85,24.07,15.62,81.88,3.14
2004,1,12,24.08,21.39,22.73,24.66,0.58,24.25,23.67,15.75,84.81,6.39
2004,1,13,22.69,19.56,21.12,24.55,1.64,23.62,21.98,14.04,82.44,4.23
2004,1,14,22.58,18.94,20.76,24.43,1.31,23.31,22,13.49,79.75,2.56
2004,1,15,23.79,21.12,22.45,24.16,0.82,24.15,23.33,15.5,84.94,2.6
2004,1,16,24.72,22.76,23.73,24.65,0.82,25.05,24.23,17.15,88.75,2.24
2004,1,17,24.07,20.26,22.17,25.16,1.02,24.54,23.52,14.71,79.25,0.52
2004,1,18,24.3,19.87,22.08,25.2,1.32,24.84,23.52,14.34,76.19,0.41
2004,1,19,23.87,20.65,22.26,25.32,1.27,24.55,23.29,15.08,82.06,1.57
2004,1,20,23.8,20.03,21.91,25.35,0.84,24.3,23.47,14.47,79.31,0.82
2004,1,21,22.41,19.19,20.8,25.24,1.88,23.65,21.76,13.73,81.88,2.32
2004,1,22,21.74,17.9,19.83,24.71,0.84,22.21,21.37,12.63,78.69,3.81
2004,1,23,22.59,19.49,21.05,24.37,0.71,22.97,22.26,13.98,82.56,9.46
2004,1,24,21.51,18.03,19.77,24.18,2.44,22.58,20.14,12.76,80.44,3.67
2004,1,25,20.16,16.15,18.15,24.33,1.12,20.81,19.69,11.23,77.56,3.26
2004,1,26,21.93,17.39,19.66,24.53,2.18,23.08,20.9,12.21,75.31,0.81
2004,1,27,22.9,19.2,21.05,24.84,0.45,23.15,22.7,13.73,79.5,1.31
2004,1,28,23.15,19.73,21.44,25.29,1.16,23.84,22.69,14.22,81,1.02
2004,1,29,24.73,21.55,23.15,25.23,1.59,25.31,23.72,15.93,82.38,0.7
2004,1,30,23.62,20.47,22.04,25.19,0.55,23.9,23.36,14.89,82.44,0.2
2004,1,31,23.75,19.93,21.83,25.16,0.62,23.99,23.37,14.34,79.06,0.21
2004,2,1,24.28,20.46,22.37,25.06,0.52,24.56,24.03,14.89,79.12,0.01
2004,2,2,24.72,21.23,22.98,25.06,1.2,25.26,24.06,15.62,80.81,0
2004,2,3,24.17,21.29,22.73,25.1,1.7,24.83,23.12,15.69,83.88,0.26
2004,2,4,23.35,20.5,21.93,25.33,0.84,23.76,22.92,14.89,83.88,0.38
2004,2,5,23.19,20.47,21.83,25.48,1.84,24.04,22.19,14.89,84.62,7.45
2004,2,6,22.6,19.15,20.87,25.42,0.78,22.94,22.16,13.61,80.75,3.48
2004,2,7,22.78,19.51,21.15,24.76,0.42,22.99,22.56,13.92,81.69,3.2
2004,2,8,23.38,20.89,22.13,24.05,0.93,23.8,22.87,15.26,85.75,5.59
2004,2,9,22.37,19.73,21.05,23.84,1.46,23.05,21.6,14.22,84.94,3.39
2004,2,10,22.35,17.9,20.12,23.8,0.98,22.85,21.86,12.57,75.88,1.02
2004,2,11,23.19,18.76,20.98,24,0.51,23.37,22.87,13.31,76.06,0.22
2004,2,12,23.52,18.87,21.19,24.18,0.45,23.76,23.32,13.37,75,0.2
2004,2,13,23.83,19.12,21.48,24.34,0.59,24.04,23.45,13.61,74.81,0.77
2004,2,14,23.9,19.34,21.62,24.74,0.27,24.05,23.79,13.85,75.56,0.33
2004,2,15,23.87,19.2,21.53,25.05,0.41,24.06,23.65,13.73,75.06,0.13
2004,2,16,23.27,18,20.63,25.15,0.66,23.69,23.02,12.7,72.19,0
2004,2,17,23.19,17.61,20.4,25.24,0.59,23.44,22.85,12.39,70.75,0.01
2004,2,18,24.26,18.01,21.14,25.33,1.24,24.69,23.44,12.76,68,0.21
2004,2,19,24.75,19.25,22,25.31,0.39,24.9,24.52,13.79,71.44,0.13
2004,2,20,24.73,20.8,22.76,25.28,0.41,24.95,24.54,15.14,78.75,0.87
2004,2,21,25.07,23.15,24.11,25.2,0.54,25.29,24.75,17.58,89.06,7.68
2004,2,22,25.1,22.27,23.69,25.15,0.38,25.28,24.9,16.72,84.56,5.96
2004,2,23,23.55,19.69,21.62,25.1,2.14,25.04,22.9,14.16,78.81,1.46
2004,2,24,24.52,21.46,22.99,25.19,1.38,25,23.62,15.87,83,6.52
2004,2,25,24.92,22.24,23.58,25.44,0.25,25.04,24.79,16.66,85.06,4.92
2004,2,26,24.41,20.74,22.58,25.51,0.48,24.71,24.23,15.14,79.94,0.37
2004,2,27,24.53,20.19,22.37,25.35,0.51,24.7,24.19,14.59,76.69,0.25
2004,2,28,24.98,20.18,22.58,25.3,0.72,25.32,24.6,14.59,74.56,0.13
2004,2,29,25.3,22.12,23.7,25.46,0.58,25.6,25.02,16.48,82.5,0
2004,3,1,24.98,21.68,23.33,25.83,0.8,25.45,24.65,16.17,82.25,0.01
2004,3,2,25.09,21.33,23.21,26.02,0.98,25.33,24.35,15.75,79.56,0.02
2004,3,3,23.96,21.01,22.48,25.91,0.91,24.4,23.48,15.44,83.44,0.84
2004,3,4,23.21,19.75,21.48,25.71,0.45,23.47,23.01,14.22,80.75,1.33
2004,3,5,23.87,20.57,22.22,25.31,1.62,24.65,23.02,14.95,81.69,2.13
2004,3,6,23.76,21.41,22.58,25.19,2.48,24.77,22.3,15.81,86.62,5.64
2004,3,7,21.63,17.55,19.59,25.38,0.92,22.19,21.27,12.27,77.5,1.83
2004,3,8,22.39,17.92,20.15,25.29,1.15,23.03,21.87,12.57,75.69,1.4
2004,3,9,23.71,19.12,21.41,25.27,1.15,24.23,23.08,13.61,75.31,1.69
2004,3,10,24.86,20.97,22.91,25.61,1.23,25.43,24.19,15.38,78.88,0.28
2004,3,11,25.55,22.09,23.82,26.13,0.38,25.71,25.33,16.48,81.06,0.15
2004,3,12,25.59,21.51,23.55,26.44,0.57,25.91,25.34,15.87,78.19,0.02
2004,3,13,26.01,21.33,23.67,26.48,0.23,26.12,25.89,15.69,75.38,0.16
2004,3,14,25.62,21.27,23.45,26.3,0.73,25.85,25.12,15.62,76.88,0.32
2004,3,15,24.97,22.05,23.51,25.89,0.32,25.1,24.78,16.42,83.75,1.85
2004,3,16,25.31,21.61,23.46,25.58,0.73,25.57,24.84,15.99,79.88,0.13
2004,3,17,25.41,22.03,23.73,25.49,0.39,25.6,25.21,16.42,81.5,0.29
2004,3,18,25.4,21.73,23.57,25.58,0.46,25.56,25.09,16.11,80.06,0.4
2004,3,19,25.29,21.62,23.45,25.5,0.6,25.58,24.98,15.99,80.06,0.6
2004,3,20,25.41,22.14,23.78,25.4,0.48,25.65,25.16,16.6,82.06,0.33
2004,3,21,25.47,23.12,24.29,25.38,0.31,25.64,25.33,17.58,86.75,0.69
2004,3,22,25.3,23.37,24.33,25.47,0.71,25.58,24.87,17.88,89,3.47
2004,3,23,25.04,22.03,23.54,25.76,0.73,25.39,24.65,16.48,83.25,0.75
2004,3,24,25.55,22.51,24.03,26.27,0.57,25.78,25.21,16.97,83.19,0.67
2004,3,25,26.12,22.6,24.36,26.73,0.72,26.43,25.72,17.03,80.94,0.31
2004,3,26,25.54,22.61,24.07,26.45,0.94,25.88,24.94,17.03,83.75,1.23
2004,3,27,25.47,21.89,23.68,26.32,1.02,25.88,24.87,16.24,80.56,0.35
2004,3,28,25.5,21.7,23.6,26.61,0.8,25.83,25.03,16.05,79.44,0.23
2004,3,29,26.03,21.97,24,26.87,0.87,26.41,25.55,16.36,78.25,0.11
2004,3,30,26.19,22.74,24.47,27.01,0.43,26.39,25.95,17.15,81.25,0.08
2004,3,31,26.33,23.33,24.83,27.06,1.31,26.99,25.67,17.76,83.5,1.02
2004,4,1,26.94,23.63,25.29,27.06,0.35,27.13,26.78,18.07,82,0.63
2004,4,2,26.34,23.64,24.99,27.01,0.83,26.77,25.94,18.07,85,0.65
2004,4,3,26.89,24.03,25.46,27.02,0.85,27.15,26.3,18.49,84.25,4.94
2004,4,4,25.18,21.51,23.35,27.06,1.94,26.59,24.65,15.93,80.19,2.04
2004,4,5,24.65,20.67,22.65,26.87,0.57,25.02,24.44,15.08,78.44,0.38
2004,4,6,25.84,22.06,23.95,26.83,1.28,26.34,25.06,16.42,79.56,0.5
2004,4,7,26.8,23.3,25.05,26.96,0.66,27.05,26.4,17.76,81.06,0.58
2004,4,8,26.4,23.98,25.19,27.16,1.86,27.01,25.15,18.49,86.44,0.51
2004,4,9,25.43,21.79,23.61,26.87,0.57,25.68,25.11,16.17,80.19,0.14
2004,4,10,25.58,21.77,23.68,26.63,0.52,25.86,25.34,16.17,79.38,0.04
2004,4,11,25.7,22.34,24.02,26.74,0.59,25.99,25.4,16.78,81.62,0.01
2004,4,12,26.08,22.19,24.13,27.14,0.69,26.46,25.76,16.6,79.06,0.1
2004,4,13,26.51,22.35,24.44,27.37,0.82,26.93,26.11,16.78,77.81,0.07
2004,4,14,26.34,23.28,24.81,27.33,0.65,26.68,26.03,17.76,83.12,0.54
2004,4,15,26.11,22.87,24.49,27.42,0.81,26.51,25.69,17.33,82.31,2.43
2004,4,16,26.25,22.82,24.54,27.54,0.49,26.58,26.08,17.27,81.38,1.47
2004,4,17,26.93,23.04,24.98,27.57,1.2,27.46,26.26,17.52,79.25,0.89
2004,4,18,27.26,24.31,25.79,27.61,0.8,27.74,26.94,18.92,83.81,0.73
2004,4,19,26.83,24.02,25.43,27.83,0.54,27.09,26.55,18.55,84.5,0.12
2004,4,20,27.11,23.87,25.49,28,1.02,27.48,26.46,18.37,82.38,0
2004,4,21,27.67,23.81,25.74,28.01,0.8,27.98,27.17,18.31,79.44,0.05
2004,4,22,27.78,23.73,25.76,28.09,0.62,28.12,27.5,18.31,78.62,0
2004,4,23,27.21,24.28,25.74,28.16,1.04,27.8,26.76,18.86,83.94,0.01
2004,4,24,27.12,24.13,25.62,28.17,1.6,27.8,26.2,18.68,83.62,0.63
2004,4,25,27.6,23.98,25.8,28.13,0.77,27.93,27.15,18.49,80.62,0.18
2004,4,26,27.93,23.67,25.8,28.19,0.45,28.18,27.73,18.19,77.56,0.11
2004,4,27,27.86,24.79,26.33,28.39,0.62,28.08,27.47,19.47,83.31,0.04
2004,4,28,27.13,24.02,25.58,28.25,0.58,27.39,26.81,18.55,83,1.03
2004,4,29,27.06,23.79,25.42,27.81,0.41,27.22,26.81,18.31,82.19,0.61
2004,4,30,27.77,24.47,26.12,27.8,1,28.08,27.08,19.1,82.12,0.83
2004,5,1,28.19,24.21,26.2,28.16,0.23,28.31,28.08,18.8,78.94,0.21
2004,5,2,28.33,25.37,26.85,28.51,0.27,28.49,28.23,20.14,83.88,0.69
2004,5,3,28.24,25.33,26.79,28.63,0.31,28.39,28.07,20.14,84.19,0.92
2004,5,4,28.5,25.23,26.86,28.82,0.37,28.63,28.26,20.02,82.38,1.74
2004,5,5,28.34,25.16,26.75,28.98,0.32,28.51,28.18,19.9,82.81,1.34
2004,5,6,28.69,25.02,26.86,28.8,0.63,28.98,28.34,19.71,80.5,0.79
2004,5,7,28.83,25.44,27.13,28.62,0.27,28.93,28.65,20.26,81.88,1.63
2004,5,8,28.53,25.69,27.12,28.62,1.16,28.91,27.74,20.63,84.56,2.92
2004,5,9,27.8,24.47,26.13,28.77,0.77,28.19,27.41,19.1,82.06,3.94
2004,5,10,27.98,24.72,26.35,28.91,0.38,28.15,27.78,19.41,82.44,1.6
2004,5,11,27.92,25.76,26.84,28.83,0.32,28.11,27.79,20.69,87.94,2.28
2004,5,12,28.15,25.6,26.88,28.69,0.74,28.53,27.78,20.51,85.94,0.47
2004,5,13,28.79,25.73,27.26,28.88,0.48,28.99,28.51,20.69,83.5,0.45
2004,5,14,28.78,25.33,27.05,28.83,0.19,28.87,28.68,20.14,81.56,0.2
2004,5,15,28.58,25.15,26.87,28.61,0.29,28.7,28.41,19.9,81.62,0.33
2004,5,16,28.7,25.13,26.91,28.54,0.57,28.88,28.31,19.9,81,0.48
2004,5,17,28.72,25.7,27.21,28.85,0.31,28.9,28.58,20.57,83.69,7.71
2004,5,18,28.36,25.78,27.07,28.76,0.64,28.61,27.97,20.75,85.81,22.91
2004,5,19,28.12,25.03,26.58,28.54,0.29,28.24,27.95,19.9,83.19,7.04
2004,5,20,28.33,25.81,27.08,28.48,1.13,28.86,27.73,20.87,86.19,2.71
2004,5,21,28.43,25.94,27.19,28.48,1.29,28.81,27.52,21,86.31,19
2004,5,22,28.12,25.97,27.05,28.48,1.27,28.58,27.31,21.06,88,41.12
2004,5,23,27.4,25.25,26.33,28.4,1.72,28.08,26.36,20.14,87.94,22.38
2004,5,24,27.06,24.89,25.98,27.81,1.19,27.53,26.35,19.65,87.88,21.48
2004,5,25,27.17,24.85,26.01,27.55,0.81,27.59,26.78,19.53,87.12,20.35
2004,5,26,27.42,25.24,26.33,27.61,0.59,27.73,27.13,19.96,87.81,24.6
2004,5,27,27.43,24.98,26.2,27.59,0.36,27.54,27.19,19.65,86.38,14.49
2004,5,28,27.61,24.8,26.21,27.92,0.37,27.8,27.43,19.47,84.62,5.97
2004,5,29,27.37,24.89,26.13,28.19,0.59,27.78,27.19,19.59,86.31,6.12
2004,5,30,27.9,25.3,26.6,28.35,0.44,28.15,27.72,20.08,85.62,3.18
2004,5,31,28.32,25.01,26.67,28.46,0.59,28.63,28.04,19.71,82.25,3.03
2004,6,1,28.44,25.69,27.07,28.46,0.44,28.62,28.18,20.51,85,3.82
2004,6,2,27.87,25.25,26.56,28.38,0.45,28.14,27.69,20.02,85.56,1.71
2004,6,3,27.69,24.69,26.19,28.4,0.29,27.83,27.55,19.35,83.56,5.12
2004,6,4,27.48,24.65,26.06,28.61,0.43,27.66,27.24,19.35,84.44,5.4
2004,6,5,27.41,24.35,25.88,28.02,0.62,27.69,27.08,19.04,83.31,5.28
2004,6,6,27.62,24.52,26.07,27.65,0.4,27.82,27.42,19.29,83.25,3.55
2004,6,7,27.75,26.22,26.98,27.61,0.65,27.96,27.3,21.3,91.25,18.2
2004,6,8,27.64,25.55,26.59,27.1,1.24,28,26.76,20.51,88.31,14.58
2004,6,9,26.78,25.26,26.02,27.08,0.35,26.94,26.6,20.14,91.31,19.41
2004,6,10,27.2,25.39,26.3,27.51,1.31,27.86,26.55,20.2,89.75,4.66
2004,6,11,27.85,26.01,26.93,27.73,0.44,28.08,27.63,20.94,89.62,6.72
2004,6,12,27.89,25.93,26.9,27.94,0.2,28.01,27.82,20.81,89,6.81
2004,6,13,27.33,24.98,26.15,28.06,0.56,27.76,27.21,19.71,86.94,4.55
2004,6,14,27.01,24.18,25.59,28.12,0.3,27.15,26.85,18.74,84.44,1.36
